@relation 'testingdatasetfinal-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute percent_change_price numeric
@attribute percent_change_volume_over_last_wk numeric
@attribute previous_weeks_volume numeric
@attribute percent_change_next_weeks_price numeric
@attribute days_to_next_dividend numeric
@attribute percent_return_next_dividend numeric
@attribute result numeric
@attribute class numeric

@data
97.58,97.95,94.4,95.6,17031494,-2.0291,-17.545436,20655611,0.745016,12,0.575314,2.77,1
95.3,97.18,94.44,96.01,15657591,0.745016,-8.066838,17031494,-2.07243,5,0.572857,-2.82,0
95.54,96.23,92.75,93.56,16596686,-2.07243,5.997698,15657591,1.27858,89,0.587858,3.35,1
92.29,93.47,91.38,93.47,11695384,1.27858,-29.531811,16596686,-3.56194,82,0.588424,-4.84,0
94.05,94.68,90.19,90.7,12491882,-3.56194,6.810362,11695384,0.387254,75,0.606395,3.95,1
90.38,92.43,90.24,90.73,14734714,0.387254,17.954316,12491882,0.702216,68,0.606194,0.31,1
91.14,92.99,90.58,91.78,15549946,0.702216,5.53273,14734714,-0.579742,61,0.599259,-1.28,0
91.42,93.92,90.68,90.89,15126028,-0.579742,-2.72617,15549946,6.13746,54,0.605127,6.72,1
32.54,33.48,32.39,33.07,60348951,1.62876,-8.749097,66135182,0.989802,73,1.14908,-0.64,0
33.34,33.7,33.01,33.67,64799122,0.989802,7.374065,60348951,2.46437,66,1.1286,1.47,1
33.68,34.97,33.27,34.51,85533686,2.46437,31.998218,64799122,-0.467836,59,1.10113,-2.93,0
34.2,34.29,33.51,34.04,47226349,-0.467836,-44.786258,85533686,6.67656,53,1.11633,7.14,1
33.7,36.25,33.63,35.95,83960030,6.67656,77.782174,47226349,-0.137212,45,1.05702,-6.81,0
36.44,36.75,35.95,36.39,82810421,-0.137212,-1.369234,83960030,2.68624,38,1.04424,2.82,1
36.11,37.3,36.1,37.08,59693542,2.68624,-27.915423,82810421,0,31,1.02481,-2.69,0
37.06,37.65,36.69,37.06,74833386,0,25.362616,59693542,-1.25443,24,1.02536,-1.25,0
36.67,37.04,36.1,36.21,52416661,-1.25443,-29.955513,74833386,-1.56636,17,1.04943,-0.31,0
36.39,36.76,35.76,35.82,46564832,-1.56636,-11.164063,52416661,-0.70028,10,1.06086,0.87,1
35.7,36.38,35.36,35.45,57259558,-0.70028,22.967389,46564832,1.02769,3,1.07193,1.73,1
35.03,35.88,34.99,35.39,57933495,1.02769,1.176986,57259558,-2.09691,88,1.07375,-3.12,0
35.29,35.97,34.5,34.55,63163236,-2.09691,9.027146,57933495,2.89017,81,1.09986,4.99,1
25.66,25.72,25.3,25.48,258143967,-0.701481,18.662213,217545216,2.43615,46,0.627944,3.14,1
25.45,26.31,25.41,26.07,260749872,2.43615,1.009477,258143967,-3.13097,39,0.613732,-5.57,0
26.19,26.25,25.09,25.37,229693684,-3.13097,-11.910337,260749872,1.67331,32,0.630666,4.8,1
25.1,26,24.72,25.52,158547201,1.67331,-30.974506,229693684,1.40845,26,0.626959,-0.26,0
25.56,26.87,25.34,25.92,554889924,1.40845,249.984056,158547201,-0.269854,18,0.617284,-1.68,0
25.94,26.25,25.48,25.87,346656165,-0.269854,-37.527039,554889924,-2.9845,11,0.618477,-2.71,0
25.8,25.96,24.95,25.03,382293426,-2.9845,10.280291,346656165,-1.88301,4,0.639233,1.1,1
24.96,25.07,24.25,24.49,311462943,-1.88301,-18.52778,382293426,2.27179,88,0.653328,4.15,1
24.21,25.03,24.03,24.76,213316051,2.27179,-31.511579,311462943,-4.24679,81,0.646204,-6.52,0
24.96,25.1,23.84,23.9,246418070,-4.24679,15.517829,213316051,-0.83682,74,0.669456,3.41,1
23.9,24.25,23.69,23.7,230307366,-0.83682,-6.537956,246418070,1.97562,67,0.675106,2.81,1
23.79,29.05,23.65,24.26,280430166,1.97562,21.763438,230307366,0.537857,60,0.659522,-1.44,0
24.17,24.86,24.16,24.3,309206180,0.537857,10.261383,280430166,7.38754,53,0.658436,6.85,1
20.42,20.57,20.11,20.38,170424399,-0.195886,-21.068618,215914627,-0.437956,40,0.981354,-0.24,0
20.55,20.61,20.15,20.46,199157969,-0.437956,16.86001,170424399,-0.097324,33,0.977517,0.34,1
20.55,20.75,20.33,20.53,209481824,-0.097324,5.183752,199157969,-2.60827,26,0.974184,-2.51,0
20.32,20.88,19.79,19.79,143338656,-2.60827,-31.574657,209481824,5.11278,20,1.01061,7.72,1
19.95,21.06,19.9,20.97,205782608,5.11278,43.56393,143338656,-2.79092,12,0.953743,-7.9,0
21.14,21.2,20.07,20.55,273973053,-2.79092,33.137127,205782608,1.89966,5,0.973236,4.69,1
20.53,20.99,20.45,20.92,180162306,1.89966,-34.240866,273973053,-0.71977,82,0.956023,-2.62,0
20.84,21.28,20.68,20.69,249113161,-0.71977,38.271521,180162306,2.14739,75,0.966651,2.87,1
20.49,20.98,20.35,20.93,162550095,2.14739,-34.748492,249113161,-0.761905,68,0.955566,-2.91,0
21,21.45,20.66,20.84,169014117,-0.761905,3.976634,162550095,-3.41018,61,0.959693,-2.65,0
20.82,20.97,20.04,20.11,196181321,-3.41018,16.073926,169014117,0.896414,54,0.99453,4.31,1
20.08,20.73,20.03,20.26,229372501,0.896414,16.918624,196181321,-0.049776,47,0.987167,-0.95,0
20.09,20.96,20.08,20.08,259247639,-0.049776,13.024725,229372501,3.23383,40,0.996016,3.28,1
61.08,62.3,60.61,62.08,43453701,1.6372,5.084613,41351155,-0.434293,26,0.853737,-2.07,0
62.17,62.33,61.47,61.9,38792072,-0.434293,-10.727807,43453701,3.48275,19,0.85622,3.92,1
62.02,64.21,61.9,64.18,51918017,3.48275,33.836669,38792072,-0.628239,12,0.825802,-4.11,0
63.67,64.34,63.27,63.27,29487333,-0.628239,-43.204046,51918017,2.88523,6,0.83768,3.51,1
63.08,65.1,62.6,64.9,53544624,2.88523,81.585171,29487333,0.045984,82,0.816641,-2.84,0
65.24,66.5,64.9,65.27,55046479,0.045984,2.804866,53544624,2.97243,75,0.812012,2.93,1
64.93,67.31,64.86,66.86,49677302,2.97243,-9.753897,55046479,1.0501,68,0.792701,-1.92,0
66.66,67.72,66.51,67.36,47738539,1.0501,-3.902714,49677302,-0.898204,61,0.786817,-1.95,0
66.8,67.2,65.7,66.2,37114265,-0.898204,-22.25513,47738539,-1.35685,54,0.800604,-0.46,0
66.33,67,56.57,65.43,37312488,-1.35685,0.534088,37114265,-1.00979,47,0.810026,0.35,1
65.36,65.64,64.65,64.7,48599369,-1.00979,30.249607,37312488,0.061872,40,0.819165,1.07,1
64.65,65.22,63.33,64.69,46861128,0.061872,-3.576674,48599369,-2.97628,33,0.819292,-3.04,0
64.51,65.29,62.44,62.59,53025186,-2.97628,13.153883,46861128,2.40599,26,0.846781,5.38,1
29.02,30.97,28.9,30.62,384284485,5.51344,127.245654,169105318,-0.097593,5,1.40431,-5.61,0
30.74,31,29.99,30.71,148206324,-0.097593,-61.433175,384284485,-0.325203,89,1.4002,-0.23,0
30.75,30.84,30.01,30.65,108080405,-0.325203,-27.074364,148206324,0.854701,82,1.40294,1.18,1
30.42,30.68,29.91,30.68,76563904,0.854701,-29.160236,108080405,1.46723,76,1.40156,0.61,1
30.67,31.82,30.43,31.12,112339712,1.46723,46.726729,76563904,-1.07595,68,1.38175,-2.54,0
31.6,31.94,31.03,31.26,156030184,-1.07595,38.891387,112339712,0.673077,61,1.37556,1.75,1
31.2,31.79,31.05,31.41,92523592,0.673077,-40.701479,156030184,0,54,1.36899,-0.67,0
31.32,31.77,30.9,31.32,102539987,0,10.825774,92523592,0.935484,47,1.37292,0.94,1
31,31.3,30.92,31.29,73854767,0.935484,-27.974667,102539987,-2.63659,40,1.37424,-3.57,0
31.48,31.65,30.52,30.65,85085937,-2.63659,15.207102,73854767,-0.687398,33,1.40294,1.95,1
30.55,30.61,30.11,30.34,95255686,-0.687398,11.952326,85085937,1.61823,26,1.41727,2.31,1
30.28,30.95,30.17,30.77,114504788,1.61823,20.207825,95255686,-0.717547,19,1.39747,-2.34,0
30.66,31.33,30.29,30.44,116043866,-0.717547,1.344117,114504788,3.36052,12,1.41261,4.08,1
59.09,60.01,58.37,59.71,16608737,1.04925,17.569654,14126721,-0.417851,68,0.686652,-1.47,0
59.83,60,59.11,59.58,12307164,-0.417851,-25.899459,16608737,-0.083542,61,0.68815,0.33,1
59.85,60.85,59,59.8,15459751,-0.083542,25.615869,12307164,3.37154,54,0.685619,3.46,1
59.32,61.32,58.07,61.32,10135730,3.37154,-34.437948,15459751,3.19635,48,0.668624,-0.18,0
61.32,63.37,60.91,63.28,16046782,3.19635,58.318957,10135730,-0.204531,40,0.647914,-3.4,0
63.56,64.17,62.85,63.43,14335889,-0.204531,-10.661907,16046782,-1.42338,33,0.646382,-1.22,0
63.23,64.09,62.18,62.33,14388418,-1.42338,0.366416,14335889,-0.431862,26,0.657789,0.99,1
62.52,63.11,62.13,62.25,11795580,-0.431862,-18.020313,14388418,-0.356333,19,0.658635,0.08,1
61.74,62,60.36,61.52,12344531,-0.356333,4.65387,11795580,-1.24294,12,0.66645,-0.89,0
61.95,62.25,60.59,61.18,13535632,-1.24294,9.648815,12344531,-3.48818,5,0.670154,-2.25,0
61.35,61.68,58.71,59.21,18091902,-3.48818,33.661302,13535632,-2.02977,89,0.692451,1.46,1
59.12,59.32,57.36,57.92,20647583,-2.02977,14.126105,18091902,-1.54594,82,0.707873,0.48,1
57.57,58.28,56.12,56.68,20959450,-1.54594,1.510429,20647583,4.01197,75,0.723359,5.56,1
83.75,85.95,83.26,85.32,16314122,1.87463,-14.283853,19032729,-0.992295,47,0.562588,-2.87,0
85.66,86,84.18,84.81,11690792,-0.992295,-28.339435,16314122,-1.82353,40,0.565971,-0.83,0
85,85.56,82.7,83.45,17017620,-1.82353,45.564304,11690792,5.44794,33,0.575195,7.27,1
82.6,87.1,81.1,87.1,16859647,5.44794,-0.928291,17017620,2.96552,27,0.551091,-2.48,0
87,89.8,86.29,89.58,20800024,2.96552,23.371646,16859647,-0.910807,19,0.535834,-3.88,0
90.03,90.67,85.8,89.21,21797524,-0.910807,4.795668,20800024,0.112511,12,0.538056,1.02,1
88.88,90.18,88.35,88.98,17420630,0.112511,-20.079776,21797524,-1.08524,5,0.539447,-1.2,0
88.46,89.25,86.65,87.5,22021867,-1.08524,26.412575,17420630,-0.092582,89,0.548571,0.99,1
86.41,86.72,85.21,86.33,15097865,-0.092582,-31.441485,22021867,-4.32184,82,0.556006,-4.23,0
87,87.79,82.43,83.24,21179642,-4.32184,40.282364,15097865,-0.277342,75,0.576646,4.04,1
82.93,84.52,82.6,82.7,20109892,-0.277342,-5.050841,21179642,1.98987,68,0.580411,2.27,1
82.92,85.26,82.52,84.57,22074891,1.98987,9.771306,20109892,-0.035562,61,0.567577,-2.03,0
84.36,86.21,83.69,84.33,20775217,-0.035562,-5.887567,22074891,7.28485,54,0.569192,7.32,1
37.44,38.95,37.42,38.47,96766651,2.75107,21.559779,79604168,-2.10226,5,1.27372,-4.85,0
38.53,38.7,37.26,37.72,62429599,-2.10226,-35.484386,96766651,0.264901,89,1.29905,2.37,1
37.75,38,37.34,37.85,55355691,0.264901,-11.331016,62429599,-1.83511,82,1.29458,-2.1,0
37.6,38,36.91,36.91,37735134,-1.83511,-31.831518,55355691,1.9153,76,1.32755,3.75,1
37.07,38.42,36.82,37.78,68330713,1.9153,81.079821,37735134,-2.73937,68,1.29698,-4.65,0
38.33,38.33,36.9,37.28,84281362,-2.73937,23.343308,68330713,-0.053648,61,1.31438,2.69,1
37.28,37.68,36.95,37.26,50917728,-0.053648,-39.586017,84281362,-0.295223,54,1.31508,-0.24,0
37.26,37.41,36.8,37.15,53263954,-0.295223,4.607876,50917728,-0.217687,47,1.31898,0.08,1
36.75,37.03,36.24,36.67,43400125,-0.217687,-18.51877,53263954,-3.46789,40,1.33624,-3.25,0
36.91,36.99,35.6,35.63,50174214,-3.46789,15.608455,43400125,-1.06832,33,1.37525,2.4,1
35.57,36.14,35.16,35.19,72100710,-1.06832,43.700726,50174214,0.794777,26,1.39244,1.86,1
35.23,35.92,34.94,35.51,69585912,0.794777,-3.487896,72100710,1.83876,19,1.37989,1.04,1
35.35,36.17,35.2,36,82375230,1.83876,18.379177,69585912,5,12,1.36111,3.16,1
52.31,52.74,51.89,52.13,44519431,-0.344102,-16.607132,53385178,0.439686,40,0.709764,0.78,1
52.31,53.24,52.06,52.54,48382262,0.439686,8.67673,44519431,1.92234,33,0.704225,1.48,1
52.54,53.96,52.4,53.55,45662991,1.92234,-5.620388,48382262,0.941974,26,0.690943,-0.98,0
53.08,53.95,52.91,53.58,23073491,0.941974,-49.47004,45662991,2.57463,20,0.690556,1.63,1
53.6,55.16,53.23,54.98,47159044,2.57463,104.386254,23073491,-0.108932,12,0.672972,-2.68,0
55.08,55.79,53.2,55.02,46668727,-0.108932,-1.039709,47159044,1.36438,5,0.672483,1.47,1
54.97,56.03,54.7,55.72,42649301,1.36438,-8.612675,46668727,-0.575436,89,0.664034,-1.94,0
55.61,56.47,54.95,55.29,56695842,-0.575436,32.934985,42649301,-0.364299,82,0.669199,0.21,1
54.9,55.5,54.1,54.7,35560853,-0.364299,-37.277847,56695842,-2.22303,75,0.676417,-1.86,0
54.88,55.22,53.04,53.66,48156051,-2.22303,35.418717,35560853,-2.1166,68,0.689527,0.11,1
53.86,54.3,52.69,52.72,58746396,-2.1166,21.991722,48156051,-0.1701,61,0.701821,1.95,1
52.91,53.29,51.79,52.82,68996550,-0.1701,17.448141,58746396,-0.550285,54,0.700492,-0.38,0
52.7,53.7,52.35,52.41,75602550,-0.550285,9.574392,68996550,2.27446,47,0.705972,2.82,1
83.86,84.94,82.61,84.68,77569311,0.97782,-6.951645,83364516,2.0057,40,0.555031,1.03,1
84.26,86.22,84.07,85.95,75566590,2.0057,-2.581847,77569311,-1.93136,33,0.54683,-3.94,0
85.95,86.15,82.38,84.29,81056144,-1.93136,7.264525,75566590,3.91048,26,0.557599,5.84,1
83.11,86.36,82.44,86.36,43378708,3.91048,-46.483134,81056144,1.95851,20,0.544233,-1.95,0
86.29,88,85.89,87.98,81596868,1.95851,88.1035,43378708,-6.14075,12,0.534212,-8.1,0
88.1,88.13,81.59,82.69,113805856,-6.14075,39.473314,81596868,-2.578,5,0.568388,3.56,1
83.01,83.76,79.42,80.87,99678100,-2.578,-12.41391,113805856,1.68287,89,0.58118,4.26,1
80.22,82.58,79.6,81.57,86758820,1.68287,-12.961001,99678100,3.00424,82,0.576192,1.32,1
80.22,82.63,80.07,82.63,68230855,3.00424,-21.355713,86758820,-2.52161,75,0.568801,-5.53,0
83.28,83.75,80.18,81.18,78616295,-2.52161,15.221032,68230855,-1.42098,68,0.57896,1.1,1
80.93,81.87,79.72,79.78,92380844,-1.42098,17.508519,78616295,-1.225,61,0.58912,0.2,1
80,80.82,78.33,79.02,100521400,-1.225,8.811952,92380844,-2.37762,54,0.594786,-1.15,0
78.65,81.12,76.78,76.78,118679791,-2.37762,18.064204,100521400,6.67274,47,0.612139,9.05,1
