@relation 'trainingdatasetfinal-weka.filters.unsupervised.attribute.Remove-R1-3,12-13-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute percent_change_price numeric
@attribute percent_change_volume_over_last_wk numeric
@attribute previous_weeks_volume numeric
@attribute percent_change_next_weeks_price numeric
@attribute days_to_next_dividend numeric
@attribute percent_return_next_dividend numeric
@attribute result numeric
@attribute class numeric

@data
32.94,33.3,32.74,33.07,62039482,0.394657,-45.996282,114880019,-0.363967,28,1.14908,-0.758624,0
32.97,33.19,32.65,32.85,54419625,-0.363967,-12.282271,62039482,-1.70992,21,1.15677,-1.345953,0
32.75,32.8,31.85,32.19,57467917,-1.70992,5.601457,54419625,2.67081,14,1.18049,4.38073,1
32.2,33.36,32.19,33.06,128028062,2.67081,122.781804,57467917,-0.818182,7,1.14943,-3.488992,0
33,33.48,32.45,32.73,91319466,-0.818182,-28.672305,128028062,-1.81538,0,1.16101,-0.997198,0
32.5,32.6,31.06,31.91,86394177,-1.81538,-5.393471,91319466,1.49579,87,1.19085,3.31117,1
32.09,32.9,32.04,32.57,66135182,1.49579,-23.449491,86394177,1.62876,80,1.16672,0.13297,1
28.05,28.85,27.77,28.6,328646154,1.96078,4.551429,127300002.224242,0.35461,39,0.559441,-1.60617,0
28.2,28.5,28,28.3,227601331,0.35461,-30.74578,328646154,-0.497159,32,0.565371,-0.851769,0
28.16,28.74,28.02,28.02,220040646,-0.497159,-3.321898,227601331,-0.963597,25,0.571021,-0.466438,0
28.02,29.46,27.45,27.75,457318851,-0.963597,107.833807,220040646,0,18,0.576577,0.963597,1
27.77,28.11,27.42,27.77,274432773,0,-39.990934,457318851,-1.97842,11,0.576161,-1.97842,0
27.8,28.34,27.07,27.25,317408348,-1.97842,15.659782,274432773,-0.514706,4,0.587156,1.463714,1
27.2,27.37,26.6,27.06,228916129,-0.514706,-27.879613,317408348,-0.85885,88,0.591279,-0.344144,0
26.78,27.1,26.43,26.55,238628349,-0.85885,4.242698,228916129,-2.77257,81,0.602637,-1.91372,0
26.69,26.86,25.8,25.95,298801508,-2.77257,25.216266,238628349,-1.72216,74,0.61657,1.05041,1
26.13,26.27,25.35,25.68,271799244,-1.72216,-9.036857,298801508,-2.70694,67,0.623053,-0.98478,0
25.49,25.76,24.68,24.8,379216242,-2.70694,39.520713,271799244,1.74742,60,0.645161,4.45436,1
25.18,25.95,25.15,25.62,217545216,1.74742,-42.632938,379216242,-0.701481,53,0.624512,-2.448901,0
17.7,18.38,17.62,18.34,386804789,3.61582,4.551429,127300002.224242,0.658617,26,1.09051,-2.957203,0
18.22,18.48,18.13,18.34,218359623,0.658617,-43.547849,386804789,0.054496,19,1.09051,-0.604121,0
18.35,18.49,18.02,18.36,159663706,0.054496,-26.880389,218359623,-0.981997,12,1.08932,-1.036493,0
18.33,18.76,18.14,18.15,277157388,-0.981997,73.588222,159663706,6.10225,5,1.10193,7.084247,1
18.19,19.39,18.16,19.3,358819619,6.10225,29.464209,277157388,-2.28334,96,1.03627,-8.38559,0
19.27,19.3,18.62,18.83,180912039,-2.28334,-49.581341,358819619,1.96599,89,1.06213,4.24933,1
18.82,19.39,18.72,19.19,153153528,1.96599,-15.343651,180912039,-0.105932,82,1.04221,-2.071922,0
18.88,19.13,18.67,18.86,177077740,-0.105932,15.621065,153153528,3.7467,75,1.06045,3.852632,1
18.95,19.9,18.9,19.66,257979737,3.7467,45.687277,177077740,-0.86558,68,1.01729,-4.61228,0
19.64,19.75,19.3,19.47,195391037,-0.86558,-24.261091,257979737,3.75321,61,1.02722,4.61879,1
19.45,20.29,19.15,20.18,457640533,3.75321,134.217772,195391037,0.147638,54,0.99108,-3.605572,0
20.32,20.5,19.74,20.35,215914627,0.147638,-52.820039,457640533,-0.195886,47,0.982801,-0.343524,0
64.39,65.08,64,64.5,52323352,0.170834,4.551429,127300002.224242,1.75466,12,0.744186,1.583826,1
64.4,65.53,63.4,65.53,41932473,1.75466,-19.85897,52323352,0.39604,5,0.732489,-1.35862,0
65.65,65.95,65.05,65.91,46213962,0.39604,10.210438,41932473,-2.57967,96,0.804127,-2.97571,0
65.9,66.95,63.14,64.2,70042160,-2.57967,51.560604,46213962,-1.14996,89,0.825545,1.42971,1
64.35,64.36,62.3,63.61,57201539,-1.14996,-18.332703,70042160,1.2197,82,0.833202,2.36966,1
63.95,64.97,63.8,64.73,51999812,1.2197,-9.093684,57201539,-0.771605,75,0.818786,-1.991305,0
64.8,64.8,63.4,64.3,36098973,-0.771605,-30.578647,51999812,-1.39652,68,0.824261,-0.624915,0
63.73,64.4,62.53,62.84,47748854,-1.39652,32.272057,36098973,-1.22611,61,0.843412,0.17041,1
62.8,63.65,61.56,62.03,59801160,-1.22611,25.241037,47748854,-0.822581,54,0.854425,0.403529,1
62,62.3,61.12,61.49,52731797,-0.822581,-11.821448,59801160,-0.720839,47,0.861929,0.101742,1
61.04,61.39,59.7,60.6,66311521,-0.720839,25.752439,52731797,-0.131234,40,0.874587,0.589605,1
60.96,61.52,60.54,60.88,41351155,-0.131234,-37.64107,66311521,1.6372,33,0.870565,1.768434,1
29.68,30.1,28.66,28.85,157834347,-2.7965,4.551429,127300002.224242,-0.385424,30,1.49047,2.411076,1
28.54,28.61,27.71,28.43,170616350,-0.385424,8.098366,157834347,-0.770578,23,1.51249,-0.385154,0
28.55,28.59,28.15,28.33,130584257,-0.770578,-23.463222,170616350,-3.40829,16,1.51783,-2.637712,0
28.46,28.95,27.41,27.49,171464186,-3.40829,31.305404,130584257,2.00584,9,1.56421,5.41413,1
27.42,28.06,27.2,27.97,118469916,2.00584,-30.906903,171464186,1.78763,2,1.53736,-0.21821,0
27.97,28.59,27.63,28.47,128889979,1.78763,8.795535,118469916,0.598592,54,1.51036,-1.189038,0
28.4,28.57,28,28.57,88244232,0.598592,-31.535227,128889979,-0.670904,47,1.50508,-1.269496,0
28.32,28.42,27.61,28.13,94960503,-0.670904,7.611003,88244232,-1.16814,40,1.52862,-0.497236,0
28.25,28.53,27.79,27.92,118740085,-1.16814,25.04155,94960503,1.82469,33,1.54011,2.99283,1
27.95,28.89,27.73,28.46,139153253,1.82469,17.191472,118740085,-1.34181,26,1.51089,-3.1665,0
28.32,28.42,27.27,27.94,153806769,-1.34181,10.530488,139153253,0.278067,19,1.53901,1.619877,1
28.77,29.1,27.95,28.85,169105318,0.278067,9.946603,153806769,5.51344,12,1.49047,5.235373,1
56.09,56.34,52.88,53.33,20010115,-4.92066,4.551429,127300002.224242,2.84262,60,0.675042,7.76328,1
53.12,54.84,52.96,54.63,14820631,2.84262,-25.934304,20010115,0.695716,53,0.658979,-2.146904,0
54.62,55.24,54.07,55,13631048,0.695716,-8.026534,14820631,1.21509,46,0.654545,0.519374,1
55.14,57.78,54.97,55.81,26595621,1.21509,95.110611,13631048,2.86687,39,0.645046,1.65178,1
55.81,57.52,55.81,57.41,27494461,2.86687,3.379654,26595621,2.91347,32,0.627068,0.0466,1
57.32,59.12,56.97,58.99,19539527,2.91347,-28.93286,27494461,3.53501,25,0.610273,0.62154,1
58.84,60.92,58.53,60.92,14107769,3.53501,-27.79882,19539527,-1.65016,18,0.590939,-5.18517,0
60.6,61.15,59.05,59.6,20849299,-1.65016,47.78594,14107769,-0.704698,11,0.604027,0.945462,1
59.6,60.02,58.53,59.18,20284170,-0.704698,-2.710542,20849299,-0.641242,4,0.608314,0.063456,1
59.26,59.72,57.88,58.88,15980871,-0.641242,-21.215061,20284170,-0.701214,89,0.696332,-0.059972,0
58.47,59.51,57.51,58.06,24832210,-0.701214,55.387087,15980871,0.924025,82,0.706166,1.625239,1
58.44,59.28,57.99,58.98,14126721,0.924025,-43.111302,24832210,1.04925,75,0.695151,0.125225,1
79.19,79.75,78.4,79.08,15797841,-0.138906,4.551429,127300002.224242,1.03488,40,0.543753,1.173786,1
78.27,79.9,77.81,79.08,12713121,1.03488,-19.526212,15797841,1.16044,33,0.543753,0.12556,1
79.28,80.5,78.98,80.2,16471934,1.16044,29.566406,12713121,1.45776,26,0.53616,0.29732,1
80.26,83.08,80.26,81.43,23565688,1.45776,43.065702,16471934,0.880196,19,0.528061,-0.577564,0
81.8,82.6,80.66,82.52,15689029,0.880196,-33.424269,23565688,2.83645,12,0.521086,1.956254,1
82.85,85.46,82.73,85.2,16641148,2.83645,6.068693,15689029,-0.07053,5,0.504695,-2.90698,0
85.07,85.44,84.25,85.01,11922670,-0.07053,-28.354282,16641148,-1.38396,89,0.564639,-1.31343,0
84.54,84.69,81.81,83.37,15551183,-1.38396,30.433728,11922670,-0.86145,82,0.575747,0.52251,1
83.58,84.24,81.42,82.86,19167224,-0.86145,23.252514,15551183,-2.10767,75,0.57929,-1.24622,0
83.03,84.05,80.26,81.28,22004496,-2.10767,14.802728,19167224,-0.718355,68,0.590551,1.389315,1
80.74,81.23,77.05,80.16,26234929,-0.718355,19.225312,22004496,2.73063,61,0.598802,3.448985,1
81.3,83.59,80.57,83.52,19032729,2.73063,-27.452714,26234929,1.87463,54,0.574713,-0.856,0
36.06,37.7,35.41,35.93,141938064,-0.36051,4.551429,127300002.224242,-2.98222,89,1.36376,-2.62171,0
36.55,36.58,34.98,35.46,130610954,-2.98222,-7.980319,141938064,-1.21538,82,1.38184,1.76684,1
35.38,35.51,34.35,34.95,108296302,-1.21538,-17.084824,130610954,2.15023,75,1.402,3.36561,1
34.88,36.59,34.88,35.63,124127036,2.15023,14.617982,108296302,1.87991,68,1.37525,-0.27032,0
35.64,36.48,35.38,36.31,72890565,1.87991,-41.277447,124127036,0.247934,61,1.34949,-1.631976,0
36.3,36.77,35.77,36.39,78429505,0.247934,7.598981,72890565,0.853759,54,1.34652,0.605825,1
36.31,36.62,35.66,36.62,68915874,0.853759,-12.130168,78429505,-0.745033,47,1.33807,-1.598792,0
36.24,36.32,35.34,35.97,57673647,-0.745033,-16.312972,68915874,0.055463,40,1.36225,0.800496,1
36.06,36.94,35.85,36.08,80086312,0.055463,38.861189,57673647,-0.774979,33,1.35809,-0.830442,0
36.13,36.65,35.65,35.85,66137992,-0.774979,-17.416609,80086312,0.279799,26,1.36681,1.054778,1
35.74,35.84,33.36,35.84,124202175,0.279799,87.792479,66137992,1.71849,19,1.36719,1.438691,1
36.66,37.32,36.37,37.29,79604168,1.71849,-35.907589,124202175,2.75107,12,1.31403,1.03258,1
54.23,55.07,53.76,54.08,64231179,-0.2766,4.551429,127300002.224242,2.16216,61,0.684172,2.43876,1
53.65,55.36,53.54,54.81,48929455,2.16216,-23.822891,64231179,1.12502,54,0.675059,-1.03714,0
55.11,56.27,54.71,55.73,53009787,1.12502,8.339214,48929455,2.36505,47,0.663915,1.24003,1
55.39,57.9,55.3,56.7,69546259,2.36505,31.19513,53009787,-0.744021,40,0.652557,-3.109071,0
56.45,56.58,55.39,56.03,60981950,-0.744021,-12.31455,69546259,-0.677724,33,0.660361,0.066297,1
56.07,56.73,55.3,55.69,49477410,-0.677724,-18.865484,60981950,0.217155,26,0.664392,0.894879,1
55.26,55.38,54.35,55.38,51556658,0.217155,4.202419,49477410,-3.82828,19,0.668111,-4.045435,0
53.81,54.01,51.52,51.75,92696912,-3.82828,79.7962,51556658,0.618357,12,0.714976,4.446637,1
51.75,52.6,51.68,52.07,74964203,0.618357,-19.129773,92696912,0.631458,5,0.710582,0.013101,1
52.26,53.88,51.75,52.59,69185186,0.631458,-7.709035,74964203,-1.58548,61,0.703556,-2.216938,0
52.35,52.52,50.97,51.52,63198175,-1.58548,-8.653603,69185186,1.19853,54,0.718168,2.78401,1
51.73,52.95,51.38,52.35,53385178,1.19853,-15.527342,63198175,-0.344102,47,0.706781,-1.542632,0
73.72,75.9,73.64,75.59,101740933,2.53663,4.551429,127300002.224242,3.60708,52,0.582088,1.07045,1
75.13,77.84,74.58,77.84,74376886,3.60708,-26.895809,101740933,1.52976,45,0.565262,-2.07732,0
77.79,79.1,76.77,78.98,99941187,1.52976,34.371298,74376886,0.177552,38,0.557103,-1.352208,0
78.85,79.98,77.93,78.99,115376817,0.177552,15.444714,99941187,4.2042,31,0.557033,4.026648,1
79.92,83.98,79.01,83.28,129743696,4.2042,12.452137,115376817,-0.754943,24,0.528338,-4.959143,0
83.45,84,81.61,82.82,85733429,-0.754943,-33.920929,129743696,3.04878,17,0.531273,3.803723,1
82,85.1,81.8,84.5,93325562,3.04878,8.855511,85733429,0.435448,10,0.52071,-2.613332,0
84.97,88.23,84.73,85.34,122018405,0.435448,30.744892,93325562,-0.919995,3,0.515585,-1.355443,0
85.87,86.56,83.55,85.08,102134160,-0.919995,-16.296103,122018405,-4.33364,68,0.552421,-3.413645,0
85.84,86.08,80.1,82.12,92727886,-4.33364,-9.209724,102134160,-1.00404,61,0.572333,3.3296,1
81.67,82.64,78.8,80.85,123914255,-1.00404,33.632136,92727886,2.13754,54,0.581323,3.14158,1
81.87,83.93,81.86,83.62,83364516,2.13754,-32.724031,123914255,0.97782,47,0.562066,-1.15972,0
